time,LineB2B5.P1Pu,case,parameter_value
290.0,0.7823710385811407,0p173884267,0.173884267
300.0,0.7823710392181604,0p173884267,0.173884267
310.0,0.7823710398551804,0p173884267,0.173884267
320.0,0.7823710404922002,0p173884267,0.173884267
330.0,0.7823710411292202,0p173884267,0.173884267
340.0,0.78237104176624,0p173884267,0.173884267
350.0,0.7823710424032599,0p173884267,0.173884267
360.0,0.7823710430402797,0p173884267,0.173884267
370.0,0.7823710436772996,0p173884267,0.173884267
380.0,0.7823710438863787,0p173884267,0.173884267
390.0,0.7823710439220651,0p173884267,0.173884267
400.0,0.7823710439577514,0p173884267,0.173884267
410.0,0.7823710439934375,0p173884267,0.173884267
420.0,0.7823710440291239,0p173884267,0.173884267
430.0,0.7823710440648102,0p173884267,0.173884267
440.0,0.7823710441004964,0p173884267,0.173884267
450.0,0.7823710441361825,0p173884267,0.173884267
460.0,0.7823710441718688,0p173884267,0.173884267
470.0,0.7823710442075552,0p173884267,0.173884267
480.0,0.7823710442432414,0p173884267,0.173884267
490.0,0.7823710442789277,0p173884267,0.173884267
500.0,0.7823710443146139,0p173884267,0.173884267
510.0,0.7823710443503002,0p173884267,0.173884267
520.0,0.7823710443859866,0p173884267,0.173884267
530.0,0.7823710444216728,0p173884267,0.173884267
540.0,0.7823710444573592,0p173884267,0.173884267
550.0,0.7823710444761882,0p173884267,0.173884267
560.0,0.7823710444772168,0p173884267,0.173884267
570.0,0.7823710444782456,0p173884267,0.173884267
580.0,0.7823710444792741,0p173884267,0.173884267
590.0,0.7823710444803028,0p173884267,0.173884267
600.0,0.7823710444813315,0p173884267,0.173884267
610.0,0.7823710444823601,0p173884267,0.173884267
620.0,0.7823710444833888,0p173884267,0.173884267
630.0,0.7823710444844174,0p173884267,0.173884267
640.0,0.7823710444854459,0p173884267,0.173884267
650.0,0.7823710444864747,0p173884267,0.173884267
660.0,0.7823710444875032,0p173884267,0.173884267
670.0,0.7823710444885318,0p173884267,0.173884267
680.0,0.7823710444895605,0p173884267,0.173884267
690.0,0.7823710444905891,0p173884267,0.173884267
700.0,0.7823710444916179,0p173884267,0.173884267
710.0,0.7823710444926466,0p173884267,0.173884267
720.0,0.782371044493675,0p173884267,0.173884267
730.0,0.7823710444947037,0p173884267,0.173884267
740.0,0.7823710444957324,0p173884267,0.173884267
750.0,0.7823710444967609,0p173884267,0.173884267
760.0,0.7823710444977896,0p173884267,0.173884267
770.0,0.7823710444988181,0p173884267,0.173884267
780.0,0.7823710444998467,0p173884267,0.173884267
790.0,0.7823710445008755,0p173884267,0.173884267
800.0,0.782371044501904,0p173884267,0.173884267
810.0,0.7823710445029328,0p173884267,0.173884267
820.0,0.7823710445039616,0p173884267,0.173884267
830.0,0.7823710445049901,0p173884267,0.173884267
840.0,0.7823710445060187,0p173884267,0.173884267
850.0,0.7823710445070474,0p173884267,0.173884267
860.0,0.7823710445080759,0p173884267,0.173884267
870.0,0.7823710445091046,0p173884267,0.173884267
880.0,0.7823710445101331,0p173884267,0.173884267
890.0,0.7823710445111255,0p173884267,0.173884267
900.0,0.7823710445111407,0p173884267,0.173884267
910.0,0.7823710445111557,0p173884267,0.173884267
920.0,0.7823710445111707,0p173884267,0.173884267
930.0,0.7823710445111858,0p173884267,0.173884267
940.0,0.782371044511201,0p173884267,0.173884267
950.0,0.782371044511216,0p173884267,0.173884267
960.0,0.782371044511231,0p173884267,0.173884267
970.0,0.782371044511246,0p173884267,0.173884267
980.0,0.7823710445112609,0p173884267,0.173884267
990.0,0.7823710445112759,0p173884267,0.173884267
1000.0,0.782371044511291,0p173884267,0.173884267
1010.0,0.782371044511306,0p173884267,0.173884267
1020.0,0.7823710445113212,0p173884267,0.173884267
1030.0,0.7823710445113362,0p173884267,0.173884267
1040.0,0.7823710445113512,0p173884267,0.173884267
1050.0,0.7823710445113662,0p173884267,0.173884267
1060.0,0.7823710445113815,0p173884267,0.173884267
1070.0,0.7823710445113965,0p173884267,0.173884267
1080.0,0.7823710445114115,0p173884267,0.173884267
1090.0,0.7823710445114265,0p173884267,0.173884267
1100.0,0.7823710445114416,0p173884267,0.173884267
1110.0,0.7823710445114566,0p173884267,0.173884267
1120.0,0.7823710445114717,0p173884267,0.173884267
1130.0,0.7823710445114866,0p173884267,0.173884267
1140.0,0.7823710445115019,0p173884267,0.173884267
1150.0,0.7823710445115168,0p173884267,0.173884267
1160.0,0.7823710445115318,0p173884267,0.173884267
1170.0,0.7823710445115468,0p173884267,0.173884267
1180.0,0.7823710445115621,0p173884267,0.173884267
1190.0,0.7823710445115771,0p173884267,0.173884267
1200.0,0.7823710445115921,0p173884267,0.173884267
1210.0,0.7823710445116072,0p173884267,0.173884267
1220.0,0.7823710445116222,0p173884267,0.173884267
1230.0,0.7823710445116372,0p173884267,0.173884267
1240.0,0.7823710445116523,0p173884267,0.173884267
1250.0,0.7823710445116675,0p173884267,0.173884267
1260.0,0.7823710445116825,0p173884267,0.173884267
1270.0,0.7823710445116975,0p173884267,0.173884267
1280.0,0.7823710445117125,0p173884267,0.173884267
1290.0,0.7823710445117277,0p173884267,0.173884267
1300.0,0.7823710445117427,0p173884267,0.173884267
1310.0,0.7823710445117578,0p173884267,0.173884267
1320.0,0.7823710445117726,0p173884267,0.173884267
1330.0,0.7823710445117877,0p173884267,0.173884267
1340.0,0.7823710445118027,0p173884267,0.173884267
1350.0,0.7823710445118177,0p173884267,0.173884267
1360.0,0.7823710445118327,0p173884267,0.173884267
1370.0,0.782371044511848,0p173884267,0.173884267
1380.0,0.782371044511863,0p173884267,0.173884267
1390.0,0.782371044511878,0p173884267,0.173884267
1400.0,0.782371044511893,0p173884267,0.173884267
1410.0,0.7823710445119082,0p173884267,0.173884267
1420.0,0.7823710445119232,0p173884267,0.173884267
1430.0,0.7823710445119383,0p173884267,0.173884267
1440.0,0.7823710445119533,0p173884267,0.173884267
1450.0,0.7823710445119684,0p173884267,0.173884267
1460.0,0.7823710445119834,0p173884267,0.173884267
1470.0,0.7823710445119983,0p173884267,0.173884267
1480.0,0.7823710445120133,0p173884267,0.173884267
1490.0,0.7823710445120287,0p173884267,0.173884267
1500.0,0.7823710445120436,0p173884267,0.173884267
1510.0,0.7823710445120586,0p173884267,0.173884267
1520.0,0.7823710445120736,0p173884267,0.173884267
1530.0,0.7823710445120888,0p173884267,0.173884267
1540.0,0.7823710445121038,0p173884267,0.173884267
1550.0,0.7823710445121189,0p173884267,0.173884267
1560.0,0.7823710445121339,0p173884267,0.173884267
1570.0,0.782371044512149,0p173884267,0.173884267
1580.0,0.782371044512162,0p173884267,0.173884267
1590.0,0.7823710445121621,0p173884267,0.173884267
1600.0,0.7823710445121622,0p173884267,0.173884267
1610.0,0.7823710445121623,0p173884267,0.173884267
1620.0,0.7823710445121624,0p173884267,0.173884267
1630.0,0.7823710445121626,0p173884267,0.173884267
1640.0,0.7823710445121627,0p173884267,0.173884267
1650.0,0.7823710445121627,0p173884267,0.173884267
1660.0,0.7823710445121628,0p173884267,0.173884267
1670.0,0.7823710445121629,0p173884267,0.173884267
1680.0,0.782371044512163,0p173884267,0.173884267
1690.0,0.7823710445121631,0p173884267,0.173884267
1700.0,0.7823710445121632,0p173884267,0.173884267
1710.0,0.7823710445121633,0p173884267,0.173884267
1720.0,0.7823710445121635,0p173884267,0.173884267
1730.0,0.7823710445121637,0p173884267,0.173884267
1740.0,0.7823710445121638,0p173884267,0.173884267
1750.0,0.7823710445121639,0p173884267,0.173884267
1760.0,0.782371044512164,0p173884267,0.173884267
1770.0,0.782371044512164,0p173884267,0.173884267
1780.0,0.7823710445121641,0p173884267,0.173884267
1790.0,0.7823710445121642,0p173884267,0.173884267
1800.0,0.7823710445121643,0p173884267,0.173884267
1810.0,0.7823710445121644,0p173884267,0.173884267
1820.0,0.7823710445121645,0p173884267,0.173884267
1830.0,0.7823710445121647,0p173884267,0.173884267
1840.0,0.7823710445121649,0p173884267,0.173884267
1850.0,0.782371044512165,0p173884267,0.173884267
1860.0,0.7823710445121651,0p173884267,0.173884267
1870.0,0.7823710445121652,0p173884267,0.173884267
1880.0,0.7823710445121653,0p173884267,0.173884267
1890.0,0.7823710445121654,0p173884267,0.173884267
1900.0,0.7823710445121654,0p173884267,0.173884267
1910.0,0.7823710445121655,0p173884267,0.173884267
1920.0,0.7823710445121657,0p173884267,0.173884267
1930.0,0.7823710445121658,0p173884267,0.173884267
1940.0,0.7823710445121659,0p173884267,0.173884267
1950.0,0.7823710445121661,0p173884267,0.173884267
1960.0,0.7823710445121662,0p173884267,0.173884267
1970.0,0.7823710445121663,0p173884267,0.173884267
1980.0,0.7823710445121664,0p173884267,0.173884267
1990.0,0.7823710445121665,0p173884267,0.173884267
2000.0,0.7823710445121667,0p173884267,0.173884267
2000.0,0.7823710447298339,0p173884267,0.173884267
