time,BESS.terminal.V.re,case,UEvtPu
0.36,0.9999999999999941,0p55,0.55
0.361,0.9999999999999941,0p55,0.55
0.362,0.9999999999999941,0p55,0.55
0.363,0.9999999999999941,0p55,0.55
0.364,0.9999999999999941,0p55,0.55
0.365,0.9999999999999941,0p55,0.55
0.366,0.9999999999999941,0p55,0.55
0.367,0.9999999999999941,0p55,0.55
0.368,0.9999999999999941,0p55,0.55
0.369,0.9999999999999941,0p55,0.55
0.37,0.9999999999999941,0p55,0.55
0.371,0.9999999999999941,0p55,0.55
0.372,0.9999999999999941,0p55,0.55
0.373,0.9999999999999941,0p55,0.55
0.374,0.9999999999999941,0p55,0.55
0.375,0.9999999999999941,0p55,0.55
0.376,0.9999999999999941,0p55,0.55
0.377,0.9999999999999941,0p55,0.55
0.378,0.9999999999999941,0p55,0.55
0.379,0.9999999999999941,0p55,0.55
0.38,0.9999999999999941,0p55,0.55
0.381,0.9999999999999941,0p55,0.55
0.382,0.9999999999999941,0p55,0.55
0.383,0.9999999999999941,0p55,0.55
0.384,0.9999999999999941,0p55,0.55
0.385,0.9999999999999941,0p55,0.55
0.386,0.9999999999999941,0p55,0.55
0.387,0.9999999999999941,0p55,0.55
0.388,0.9999999999999941,0p55,0.55
0.389,0.9999999999999941,0p55,0.55
0.39,0.9999999999999941,0p55,0.55
0.391,0.9999999999999941,0p55,0.55
0.392,0.9999999999999941,0p55,0.55
0.393,0.9999999999999941,0p55,0.55
0.394,0.9999999999999941,0p55,0.55
0.395,0.9999999999999941,0p55,0.55
0.396,0.9999999999999941,0p55,0.55
0.397,0.9999999999999941,0p55,0.55
0.398,0.9999999999999941,0p55,0.55
0.399,0.9999999999999941,0p55,0.55
0.4,0.9999999999999941,0p55,0.55
0.401,0.9999999999999941,0p55,0.55
0.402,0.9999999999999941,0p55,0.55
0.403,0.9999999999999941,0p55,0.55
0.404,0.9999999999999941,0p55,0.55
0.405,0.9999999999999941,0p55,0.55
0.406,0.9999999999999941,0p55,0.55
0.407,0.9999999999999941,0p55,0.55
0.408,0.9999999999999941,0p55,0.55
0.409,0.9999999999999941,0p55,0.55
0.41,0.9999999999999941,0p55,0.55
0.411,0.9999999999999941,0p55,0.55
0.412,0.9999999999999941,0p55,0.55
0.413,0.9999999999999941,0p55,0.55
0.414,0.9999999999999941,0p55,0.55
0.415,0.9999999999999941,0p55,0.55
0.416,0.9999999999999941,0p55,0.55
0.417,0.9999999999999941,0p55,0.55
0.418,0.9999999999999941,0p55,0.55
0.419,0.9999999999999941,0p55,0.55
0.42,0.9999999999999941,0p55,0.55
0.421,0.9999999999999941,0p55,0.55
0.422,0.9999999999999941,0p55,0.55
0.423,0.9999999999999941,0p55,0.55
0.424,0.9999999999999941,0p55,0.55
0.425,0.9999999999999941,0p55,0.55
0.426,0.9999999999999941,0p55,0.55
0.427,0.9999999999999941,0p55,0.55
0.428,0.9999999999999941,0p55,0.55
0.429,0.9999999999999941,0p55,0.55
0.43,0.9999999999999941,0p55,0.55
0.431,0.9999999999999941,0p55,0.55
0.432,0.9999999999999941,0p55,0.55
0.433,0.9999999999999941,0p55,0.55
0.434,0.9999999999999941,0p55,0.55
0.435,0.9999999999999941,0p55,0.55
0.436,0.9999999999999941,0p55,0.55
0.437,0.9999999999999941,0p55,0.55
0.438,0.9999999999999941,0p55,0.55
0.439,0.9999999999999941,0p55,0.55
0.44,0.9999999999999941,0p55,0.55
0.441,0.9999999999999941,0p55,0.55
0.442,0.9999999999999941,0p55,0.55
0.443,0.9999999999999941,0p55,0.55
0.444,0.9999999999999941,0p55,0.55
0.445,0.9999999999999941,0p55,0.55
0.446,0.9999999999999941,0p55,0.55
0.447,0.9999999999999941,0p55,0.55
0.448,0.9999999999999941,0p55,0.55
0.449,0.9999999999999941,0p55,0.55
0.45,0.9999999999999941,0p55,0.55
0.451,0.9999999999999941,0p55,0.55
0.452,0.9999999999999941,0p55,0.55
0.453,0.9999999999999941,0p55,0.55
0.454,0.9999999999999941,0p55,0.55
0.455,0.9999999999999941,0p55,0.55
0.456,0.9999999999999941,0p55,0.55
0.457,0.9999999999999941,0p55,0.55
0.458,0.9999999999999941,0p55,0.55
0.459,0.9999999999999941,0p55,0.55
0.46,0.9999999999999941,0p55,0.55
0.461,0.9999999999999941,0p55,0.55
0.462,0.9999999999999941,0p55,0.55
0.463,0.9999999999999941,0p55,0.55
0.464,0.9999999999999941,0p55,0.55
0.465,0.9999999999999941,0p55,0.55
0.466,0.9999999999999941,0p55,0.55
0.467,0.9999999999999941,0p55,0.55
0.468,0.9999999999999941,0p55,0.55
0.469,0.9999999999999941,0p55,0.55
0.47,0.9999999999999941,0p55,0.55
0.471,0.9999999999999941,0p55,0.55
0.472,0.9999999999999941,0p55,0.55
0.473,0.9999999999999941,0p55,0.55
0.474,0.9999999999999941,0p55,0.55
0.475,0.9999999999999941,0p55,0.55
0.476,0.9999999999999941,0p55,0.55
0.477,0.9999999999999941,0p55,0.55
0.478,0.9999999999999941,0p55,0.55
0.479,0.9999999999999941,0p55,0.55
0.48,0.9999999999999941,0p55,0.55
0.481,0.9999999999999941,0p55,0.55
0.482,0.9999999999999941,0p55,0.55
0.483,0.9999999999999941,0p55,0.55
0.484,0.9999999999999941,0p55,0.55
0.485,0.9999999999999941,0p55,0.55
0.486,0.9999999999999941,0p55,0.55
0.487,0.9999999999999941,0p55,0.55
0.488,0.9999999999999941,0p55,0.55
0.489,0.9999999999999941,0p55,0.55
0.49,0.9999999999999941,0p55,0.55
0.491,0.9999999999999941,0p55,0.55
0.492,0.9999999999999941,0p55,0.55
0.493,0.9999999999999941,0p55,0.55
0.494,0.9999999999999941,0p55,0.55
0.495,0.9999999999999941,0p55,0.55
0.496,0.9999999999999941,0p55,0.55
0.497,0.9999999999999941,0p55,0.55
0.498,0.9999999999999941,0p55,0.55
0.499,0.9999999999999941,0p55,0.55
0.5,0.9999999999999941,0p55,0.55
0.501,0.9999999999999941,0p55,0.55
0.502,0.9999999999999941,0p55,0.55
0.503,0.9999999999999941,0p55,0.55
0.504,0.9999999999999941,0p55,0.55
0.505,0.9999999999999941,0p55,0.55
0.506,0.9999999999999941,0p55,0.55
0.507,0.9999999999999941,0p55,0.55
0.508,0.9999999999999941,0p55,0.55
0.509,0.9999999999999941,0p55,0.55
0.51,0.9999999999999941,0p55,0.55
0.511,0.9999999999999941,0p55,0.55
0.512,0.9999999999999941,0p55,0.55
0.513,0.9999999999999941,0p55,0.55
0.514,0.9999999999999941,0p55,0.55
0.515,0.9999999999999941,0p55,0.55
0.516,0.9999999999999941,0p55,0.55
0.517,0.9999999999999941,0p55,0.55
0.518,0.9999999999999941,0p55,0.55
0.519,0.9999999999999941,0p55,0.55
0.52,0.9999999999999941,0p55,0.55
0.521,0.9999999999999941,0p55,0.55
0.522,0.9999999999999941,0p55,0.55
0.523,0.9999999999999941,0p55,0.55
0.524,0.9999999999999941,0p55,0.55
0.525,0.9999999999999941,0p55,0.55
0.526,0.9999999999999941,0p55,0.55
0.527,0.9999999999999941,0p55,0.55
0.528,0.9999999999999941,0p55,0.55
0.529,0.9999999999999941,0p55,0.55
0.53,0.9999999999999941,0p55,0.55
0.531,0.9999999999999941,0p55,0.55
0.532,0.9999999999999941,0p55,0.55
0.533,0.9999999999999941,0p55,0.55
0.534,0.9999999999999941,0p55,0.55
0.535,0.9999999999999941,0p55,0.55
0.536,0.9999999999999941,0p55,0.55
0.537,0.9999999999999941,0p55,0.55
0.538,0.9999999999999941,0p55,0.55
0.539,0.9999999999999941,0p55,0.55
0.54,0.9999999999999941,0p55,0.55
0.541,0.9999999999999941,0p55,0.55
0.542,0.9999999999999941,0p55,0.55
0.543,0.9999999999999941,0p55,0.55
0.544,0.9999999999999941,0p55,0.55
0.545,0.9999999999999941,0p55,0.55
0.546,0.9999999999999941,0p55,0.55
0.547,0.9999999999999941,0p55,0.55
0.548,0.9999999999999941,0p55,0.55
0.549,0.9999999999999941,0p55,0.55
0.55,0.9999999999999941,0p55,0.55
0.551,0.9999999999999941,0p55,0.55
0.552,0.9999999999999941,0p55,0.55
0.553,0.9999999999999941,0p55,0.55
0.554,0.9999999999999941,0p55,0.55
0.555,0.9999999999999941,0p55,0.55
0.556,0.9999999999999941,0p55,0.55
0.557,0.9999999999999941,0p55,0.55
0.558,0.9999999999999941,0p55,0.55
0.559,0.9999999999999941,0p55,0.55
0.56,0.9999999999999941,0p55,0.55
0.561,0.9999999999999941,0p55,0.55
0.562,0.9999999999999941,0p55,0.55
0.563,0.9999999999999941,0p55,0.55
0.564,0.9999999999999941,0p55,0.55
0.565,0.9999999999999941,0p55,0.55
0.566,0.9999999999999941,0p55,0.55
0.567,0.9999999999999941,0p55,0.55
0.568,0.9999999999999941,0p55,0.55
0.569,0.9999999999999941,0p55,0.55
0.57,0.9999999999999941,0p55,0.55
0.571,0.9999999999999941,0p55,0.55
0.572,0.9999999999999941,0p55,0.55
0.573,0.9999999999999941,0p55,0.55
0.574,0.9999999999999941,0p55,0.55
0.575,0.9999999999999941,0p55,0.55
0.576,0.9999999999999941,0p55,0.55
0.577,0.9999999999999941,0p55,0.55
0.578,0.9999999999999941,0p55,0.55
0.579,0.9999999999999941,0p55,0.55
0.58,0.9999999999999941,0p55,0.55
0.581,0.9999999999999941,0p55,0.55
0.582,0.9999999999999941,0p55,0.55
0.583,0.9999999999999941,0p55,0.55
0.584,0.9999999999999941,0p55,0.55
0.585,0.9999999999999941,0p55,0.55
0.586,0.9999999999999941,0p55,0.55
0.587,0.9999999999999941,0p55,0.55
0.588,0.9999999999999941,0p55,0.55
0.589,0.9999999999999941,0p55,0.55
0.59,0.9999999999999941,0p55,0.55
0.591,0.9999999999999941,0p55,0.55
0.592,0.9999999999999941,0p55,0.55
0.593,0.9999999999999941,0p55,0.55
0.594,0.9999999999999941,0p55,0.55
0.595,0.9999999999999941,0p55,0.55
0.596,0.9999999999999941,0p55,0.55
0.597,0.9999999999999941,0p55,0.55
0.598,0.9999999999999941,0p55,0.55
0.599,0.9999999999999941,0p55,0.55
0.6,0.9999999999999941,0p55,0.55
0.601,0.9999999999999941,0p55,0.55
0.602,0.9999999999999941,0p55,0.55
0.603,0.9999999999999941,0p55,0.55
0.604,0.9999999999999941,0p55,0.55
0.605,0.9999999999999941,0p55,0.55
0.606,0.9999999999999941,0p55,0.55
0.607,0.9999999999999941,0p55,0.55
0.608,0.9999999999999941,0p55,0.55
0.609,0.9999999999999941,0p55,0.55
0.61,0.9999999999999941,0p55,0.55
0.611,0.9999999999999941,0p55,0.55
0.612,0.9999999999999941,0p55,0.55
0.613,0.9999999999999941,0p55,0.55
0.614,0.9999999999999941,0p55,0.55
0.615,0.9999999999999941,0p55,0.55
0.616,0.9999999999999941,0p55,0.55
0.617,0.9999999999999941,0p55,0.55
0.618,0.9999999999999941,0p55,0.55
0.619,0.9999999999999941,0p55,0.55
0.62,0.9999999999999941,0p55,0.55
0.621,0.9999999999999941,0p55,0.55
0.622,0.9999999999999941,0p55,0.55
0.623,0.9999999999999941,0p55,0.55
0.624,0.9999999999999941,0p55,0.55
0.625,0.9999999999999941,0p55,0.55
0.626,0.9999999999999941,0p55,0.55
0.627,0.9999999999999941,0p55,0.55
0.628,0.9999999999999941,0p55,0.55
0.629,0.9999999999999941,0p55,0.55
0.63,0.9999999999999941,0p55,0.55
0.631,0.9999999999999941,0p55,0.55
0.632,0.9999999999999941,0p55,0.55
0.633,0.9999999999999941,0p55,0.55
0.634,0.9999999999999941,0p55,0.55
0.635,0.9999999999999941,0p55,0.55
0.636,0.9999999999999941,0p55,0.55
0.637,0.9999999999999941,0p55,0.55
0.638,0.9999999999999941,0p55,0.55
0.639,0.9999999999999941,0p55,0.55
0.64,0.9999999999999941,0p55,0.55
0.641,0.9999999999999941,0p55,0.55
0.642,0.9999999999999941,0p55,0.55
0.643,0.9999999999999941,0p55,0.55
0.644,0.9999999999999941,0p55,0.55
0.645,0.9999999999999941,0p55,0.55
0.646,0.9999999999999941,0p55,0.55
0.647,0.9999999999999941,0p55,0.55
0.648,0.9999999999999941,0p55,0.55
0.649,0.9999999999999941,0p55,0.55
0.65,0.9999999999999941,0p55,0.55
0.651,0.9999999999999941,0p55,0.55
0.652,0.9999999999999941,0p55,0.55
0.653,0.9999999999999941,0p55,0.55
0.654,0.9999999999999941,0p55,0.55
0.655,0.9999999999999941,0p55,0.55
0.656,0.9999999999999941,0p55,0.55
0.657,0.9999999999999941,0p55,0.55
0.658,0.9999999999999941,0p55,0.55
0.659,0.9999999999999941,0p55,0.55
0.66,0.9999999999999941,0p55,0.55
0.661,0.9999999999999941,0p55,0.55
0.662,0.9999999999999941,0p55,0.55
0.663,0.9999999999999941,0p55,0.55
0.664,0.9999999999999941,0p55,0.55
0.665,0.9999999999999941,0p55,0.55
