time,BESS.terminal.V.re,case,UEvtPu
0.0,1.000000000000002,0p55,0.55
0.001,0.9999999999999969,0p55,0.55
0.002,0.9999999999999948,0p55,0.55
0.003,0.9999999999999939,0p55,0.55
0.004,0.9999999999999932,0p55,0.55
0.005,0.9999999999999932,0p55,0.55
0.006,0.9999999999999934,0p55,0.55
0.007,0.9999999999999936,0p55,0.55
0.008,0.9999999999999936,0p55,0.55
0.009,0.9999999999999937,0p55,0.55
0.01,0.9999999999999939,0p55,0.55
0.011,0.999999999999994,0p55,0.55
0.012,0.999999999999994,0p55,0.55
0.013,0.999999999999994,0p55,0.55
0.014,0.999999999999994,0p55,0.55
0.015,0.999999999999994,0p55,0.55
0.016,0.999999999999994,0p55,0.55
0.017,0.999999999999994,0p55,0.55
0.018,0.999999999999994,0p55,0.55
0.019,0.999999999999994,0p55,0.55
0.02,0.999999999999994,0p55,0.55
0.021,0.999999999999994,0p55,0.55
0.022,0.999999999999994,0p55,0.55
0.023,0.999999999999994,0p55,0.55
0.024,0.999999999999994,0p55,0.55
0.025,0.999999999999994,0p55,0.55
0.026,0.999999999999994,0p55,0.55
0.027,0.999999999999994,0p55,0.55
0.028,0.999999999999994,0p55,0.55
0.029,0.999999999999994,0p55,0.55
0.03,0.999999999999994,0p55,0.55
0.031,0.999999999999994,0p55,0.55
0.032,0.999999999999994,0p55,0.55
0.033,0.999999999999994,0p55,0.55
0.034,0.999999999999994,0p55,0.55
0.035,0.999999999999994,0p55,0.55
0.036,0.999999999999994,0p55,0.55
0.037,0.999999999999994,0p55,0.55
0.038,0.999999999999994,0p55,0.55
0.039,0.999999999999994,0p55,0.55
0.04,0.999999999999994,0p55,0.55
0.041,0.999999999999994,0p55,0.55
0.042,0.999999999999994,0p55,0.55
0.043,0.999999999999994,0p55,0.55
0.044,0.9999999999999941,0p55,0.55
0.045,0.9999999999999941,0p55,0.55
0.046,0.9999999999999941,0p55,0.55
0.047,0.9999999999999941,0p55,0.55
0.048,0.9999999999999941,0p55,0.55
0.049,0.9999999999999941,0p55,0.55
0.05,0.9999999999999941,0p55,0.55
0.051,0.9999999999999941,0p55,0.55
0.052,0.9999999999999941,0p55,0.55
0.053,0.9999999999999941,0p55,0.55
0.054,0.9999999999999941,0p55,0.55
0.055,0.9999999999999941,0p55,0.55
0.056,0.9999999999999941,0p55,0.55
0.057,0.9999999999999941,0p55,0.55
0.058,0.9999999999999941,0p55,0.55
0.059,0.9999999999999941,0p55,0.55
0.06,0.9999999999999941,0p55,0.55
0.061,0.9999999999999941,0p55,0.55
0.062,0.9999999999999941,0p55,0.55
0.063,0.9999999999999941,0p55,0.55
0.064,0.9999999999999941,0p55,0.55
0.065,0.9999999999999941,0p55,0.55
0.066,0.9999999999999941,0p55,0.55
0.067,0.9999999999999941,0p55,0.55
0.068,0.9999999999999941,0p55,0.55
0.069,0.9999999999999941,0p55,0.55
0.07,0.9999999999999941,0p55,0.55
0.071,0.9999999999999941,0p55,0.55
0.072,0.9999999999999941,0p55,0.55
0.073,0.9999999999999941,0p55,0.55
0.074,0.9999999999999941,0p55,0.55
0.075,0.9999999999999941,0p55,0.55
0.076,0.9999999999999941,0p55,0.55
0.077,0.9999999999999941,0p55,0.55
0.078,0.9999999999999941,0p55,0.55
0.079,0.9999999999999941,0p55,0.55
0.08,0.9999999999999941,0p55,0.55
0.081,0.9999999999999941,0p55,0.55
0.082,0.9999999999999941,0p55,0.55
0.083,0.9999999999999941,0p55,0.55
0.084,0.9999999999999941,0p55,0.55
0.085,0.9999999999999941,0p55,0.55
0.086,0.9999999999999941,0p55,0.55
0.087,0.9999999999999941,0p55,0.55
0.088,0.9999999999999941,0p55,0.55
0.089,0.9999999999999941,0p55,0.55
0.09,0.9999999999999941,0p55,0.55
0.091,0.9999999999999941,0p55,0.55
0.092,0.9999999999999941,0p55,0.55
0.093,0.9999999999999941,0p55,0.55
0.094,0.9999999999999941,0p55,0.55
0.095,0.9999999999999941,0p55,0.55
0.096,0.9999999999999941,0p55,0.55
0.097,0.9999999999999941,0p55,0.55
0.098,0.9999999999999941,0p55,0.55
0.099,0.9999999999999941,0p55,0.55
0.1,0.9999999999999941,0p55,0.55
0.101,0.9999999999999941,0p55,0.55
0.102,0.9999999999999941,0p55,0.55
0.103,0.9999999999999941,0p55,0.55
0.104,0.9999999999999941,0p55,0.55
0.105,0.9999999999999941,0p55,0.55
0.106,0.9999999999999941,0p55,0.55
0.107,0.9999999999999941,0p55,0.55
0.108,0.9999999999999941,0p55,0.55
0.109,0.9999999999999941,0p55,0.55
0.11,0.9999999999999941,0p55,0.55
0.111,0.9999999999999941,0p55,0.55
0.112,0.9999999999999941,0p55,0.55
0.113,0.9999999999999941,0p55,0.55
0.114,0.9999999999999941,0p55,0.55
0.115,0.9999999999999941,0p55,0.55
0.116,0.9999999999999941,0p55,0.55
0.117,0.9999999999999941,0p55,0.55
0.118,0.9999999999999941,0p55,0.55
0.119,0.9999999999999941,0p55,0.55
0.12,0.9999999999999941,0p55,0.55
0.121,0.9999999999999941,0p55,0.55
0.122,0.9999999999999941,0p55,0.55
0.123,0.9999999999999941,0p55,0.55
0.124,0.9999999999999941,0p55,0.55
0.125,0.9999999999999941,0p55,0.55
0.126,0.9999999999999941,0p55,0.55
0.127,0.9999999999999941,0p55,0.55
0.128,0.9999999999999941,0p55,0.55
0.129,0.9999999999999941,0p55,0.55
0.13,0.9999999999999941,0p55,0.55
0.131,0.9999999999999941,0p55,0.55
0.132,0.9999999999999941,0p55,0.55
0.133,0.9999999999999941,0p55,0.55
0.134,0.9999999999999941,0p55,0.55
0.135,0.9999999999999941,0p55,0.55
0.136,0.9999999999999941,0p55,0.55
0.137,0.9999999999999941,0p55,0.55
0.138,0.9999999999999941,0p55,0.55
0.139,0.9999999999999941,0p55,0.55
0.14,0.9999999999999941,0p55,0.55
0.141,0.9999999999999941,0p55,0.55
0.142,0.9999999999999941,0p55,0.55
0.143,0.9999999999999941,0p55,0.55
0.144,0.9999999999999941,0p55,0.55
0.145,0.9999999999999941,0p55,0.55
0.146,0.9999999999999941,0p55,0.55
0.147,0.9999999999999941,0p55,0.55
0.148,0.9999999999999941,0p55,0.55
0.149,0.9999999999999941,0p55,0.55
0.15,0.9999999999999941,0p55,0.55
0.151,0.9999999999999941,0p55,0.55
0.152,0.9999999999999941,0p55,0.55
0.153,0.9999999999999941,0p55,0.55
0.154,0.9999999999999941,0p55,0.55
0.155,0.9999999999999941,0p55,0.55
0.156,0.9999999999999941,0p55,0.55
0.157,0.9999999999999941,0p55,0.55
0.158,0.9999999999999941,0p55,0.55
0.159,0.9999999999999941,0p55,0.55
0.16,0.9999999999999941,0p55,0.55
0.161,0.9999999999999941,0p55,0.55
0.162,0.9999999999999941,0p55,0.55
0.163,0.9999999999999941,0p55,0.55
0.164,0.9999999999999941,0p55,0.55
0.165,0.9999999999999941,0p55,0.55
0.166,0.9999999999999941,0p55,0.55
0.167,0.9999999999999941,0p55,0.55
0.168,0.9999999999999941,0p55,0.55
0.169,0.9999999999999941,0p55,0.55
0.17,0.9999999999999941,0p55,0.55
0.171,0.9999999999999941,0p55,0.55
0.172,0.9999999999999941,0p55,0.55
0.173,0.9999999999999941,0p55,0.55
0.174,0.9999999999999941,0p55,0.55
0.175,0.9999999999999941,0p55,0.55
0.176,0.9999999999999941,0p55,0.55
0.177,0.9999999999999941,0p55,0.55
0.178,0.9999999999999941,0p55,0.55
0.179,0.9999999999999941,0p55,0.55
0.18,0.9999999999999941,0p55,0.55
0.181,0.9999999999999941,0p55,0.55
0.182,0.9999999999999941,0p55,0.55
0.183,0.9999999999999941,0p55,0.55
0.184,0.9999999999999941,0p55,0.55
0.185,0.9999999999999941,0p55,0.55
0.186,0.9999999999999941,0p55,0.55
0.187,0.9999999999999941,0p55,0.55
0.188,0.9999999999999941,0p55,0.55
0.189,0.9999999999999941,0p55,0.55
0.19,0.9999999999999941,0p55,0.55
0.191,0.9999999999999941,0p55,0.55
0.192,0.9999999999999941,0p55,0.55
0.193,0.9999999999999941,0p55,0.55
0.194,0.9999999999999941,0p55,0.55
0.195,0.9999999999999941,0p55,0.55
0.196,0.9999999999999941,0p55,0.55
0.197,0.9999999999999941,0p55,0.55
0.198,0.9999999999999941,0p55,0.55
0.199,0.9999999999999941,0p55,0.55
0.2,0.9999999999999941,0p55,0.55
0.201,0.9999999999999941,0p55,0.55
0.202,0.9999999999999941,0p55,0.55
0.203,0.9999999999999941,0p55,0.55
0.204,0.9999999999999941,0p55,0.55
0.205,0.9999999999999941,0p55,0.55
0.206,0.9999999999999941,0p55,0.55
0.207,0.9999999999999941,0p55,0.55
0.208,0.9999999999999941,0p55,0.55
0.209,0.9999999999999941,0p55,0.55
0.21,0.9999999999999941,0p55,0.55
0.211,0.9999999999999941,0p55,0.55
0.212,0.9999999999999941,0p55,0.55
0.213,0.9999999999999941,0p55,0.55
0.214,0.9999999999999941,0p55,0.55
0.215,0.9999999999999941,0p55,0.55
0.216,0.9999999999999941,0p55,0.55
0.217,0.9999999999999941,0p55,0.55
0.218,0.9999999999999941,0p55,0.55
0.219,0.9999999999999941,0p55,0.55
0.22,0.9999999999999941,0p55,0.55
0.221,0.9999999999999941,0p55,0.55
0.222,0.9999999999999941,0p55,0.55
0.223,0.9999999999999941,0p55,0.55
0.224,0.9999999999999941,0p55,0.55
0.225,0.9999999999999941,0p55,0.55
0.226,0.9999999999999941,0p55,0.55
0.227,0.9999999999999941,0p55,0.55
0.228,0.9999999999999941,0p55,0.55
0.229,0.9999999999999941,0p55,0.55
0.23,0.9999999999999941,0p55,0.55
0.231,0.9999999999999941,0p55,0.55
0.232,0.9999999999999941,0p55,0.55
0.233,0.9999999999999941,0p55,0.55
0.234,0.9999999999999941,0p55,0.55
0.235,0.9999999999999941,0p55,0.55
0.236,0.9999999999999941,0p55,0.55
0.237,0.9999999999999941,0p55,0.55
0.238,0.9999999999999941,0p55,0.55
0.239,0.9999999999999941,0p55,0.55
0.24,0.9999999999999941,0p55,0.55
0.241,0.9999999999999941,0p55,0.55
0.242,0.9999999999999941,0p55,0.55
0.243,0.9999999999999941,0p55,0.55
0.244,0.9999999999999941,0p55,0.55
0.245,0.9999999999999941,0p55,0.55
0.246,0.9999999999999941,0p55,0.55
0.247,0.9999999999999941,0p55,0.55
0.248,0.9999999999999941,0p55,0.55
0.249,0.9999999999999941,0p55,0.55
0.25,0.9999999999999941,0p55,0.55
0.251,0.9999999999999941,0p55,0.55
0.252,0.9999999999999941,0p55,0.55
0.253,0.9999999999999941,0p55,0.55
0.254,0.9999999999999941,0p55,0.55
0.255,0.9999999999999941,0p55,0.55
0.256,0.9999999999999941,0p55,0.55
0.257,0.9999999999999941,0p55,0.55
0.258,0.9999999999999941,0p55,0.55
0.259,0.9999999999999941,0p55,0.55
0.26,0.9999999999999941,0p55,0.55
0.261,0.9999999999999941,0p55,0.55
0.262,0.9999999999999941,0p55,0.55
0.263,0.9999999999999941,0p55,0.55
0.264,0.9999999999999941,0p55,0.55
0.265,0.9999999999999941,0p55,0.55
0.266,0.9999999999999941,0p55,0.55
0.267,0.9999999999999941,0p55,0.55
0.268,0.9999999999999941,0p55,0.55
0.269,0.9999999999999941,0p55,0.55
0.27,0.9999999999999941,0p55,0.55
0.271,0.9999999999999941,0p55,0.55
0.272,0.9999999999999941,0p55,0.55
0.273,0.9999999999999941,0p55,0.55
0.274,0.9999999999999941,0p55,0.55
0.275,0.9999999999999941,0p55,0.55
0.276,0.9999999999999941,0p55,0.55
0.277,0.9999999999999941,0p55,0.55
0.278,0.9999999999999941,0p55,0.55
0.279,0.9999999999999941,0p55,0.55
0.28,0.9999999999999941,0p55,0.55
0.281,0.9999999999999941,0p55,0.55
0.282,0.9999999999999941,0p55,0.55
0.283,0.9999999999999941,0p55,0.55
0.284,0.9999999999999941,0p55,0.55
0.285,0.9999999999999941,0p55,0.55
0.286,0.9999999999999941,0p55,0.55
0.287,0.9999999999999941,0p55,0.55
0.288,0.9999999999999941,0p55,0.55
0.289,0.9999999999999941,0p55,0.55
0.29,0.9999999999999941,0p55,0.55
0.291,0.9999999999999941,0p55,0.55
0.292,0.9999999999999941,0p55,0.55
0.293,0.9999999999999941,0p55,0.55
0.294,0.9999999999999941,0p55,0.55
0.295,0.9999999999999941,0p55,0.55
0.296,0.9999999999999941,0p55,0.55
0.297,0.9999999999999941,0p55,0.55
0.298,0.9999999999999941,0p55,0.55
0.299,0.9999999999999941,0p55,0.55
0.3,0.9999999999999941,0p55,0.55
0.301,0.9999999999999941,0p55,0.55
0.302,0.9999999999999941,0p55,0.55
0.303,0.9999999999999941,0p55,0.55
0.304,0.9999999999999941,0p55,0.55
0.305,0.9999999999999941,0p55,0.55
0.306,0.9999999999999941,0p55,0.55
0.307,0.9999999999999941,0p55,0.55
0.308,0.9999999999999941,0p55,0.55
0.309,0.9999999999999941,0p55,0.55
0.31,0.9999999999999941,0p55,0.55
0.311,0.9999999999999941,0p55,0.55
0.312,0.9999999999999941,0p55,0.55
0.313,0.9999999999999941,0p55,0.55
0.314,0.9999999999999941,0p55,0.55
0.315,0.9999999999999941,0p55,0.55
0.316,0.9999999999999941,0p55,0.55
0.317,0.9999999999999941,0p55,0.55
0.318,0.9999999999999941,0p55,0.55
0.319,0.9999999999999941,0p55,0.55
0.32,0.9999999999999941,0p55,0.55
0.321,0.9999999999999941,0p55,0.55
0.322,0.9999999999999941,0p55,0.55
0.323,0.9999999999999941,0p55,0.55
0.324,0.9999999999999941,0p55,0.55
0.325,0.9999999999999941,0p55,0.55
0.326,0.9999999999999941,0p55,0.55
0.327,0.9999999999999941,0p55,0.55
0.328,0.9999999999999941,0p55,0.55
0.329,0.9999999999999941,0p55,0.55
0.33,0.9999999999999941,0p55,0.55
0.331,0.9999999999999941,0p55,0.55
0.332,0.9999999999999941,0p55,0.55
0.333,0.9999999999999941,0p55,0.55
0.334,0.9999999999999941,0p55,0.55
0.335,0.9999999999999941,0p55,0.55
0.336,0.9999999999999941,0p55,0.55
0.337,0.9999999999999941,0p55,0.55
0.338,0.9999999999999941,0p55,0.55
0.339,0.9999999999999941,0p55,0.55
0.34,0.9999999999999941,0p55,0.55
0.341,0.9999999999999941,0p55,0.55
0.342,0.9999999999999941,0p55,0.55
0.343,0.9999999999999941,0p55,0.55
0.344,0.9999999999999941,0p55,0.55
0.345,0.9999999999999941,0p55,0.55
0.346,0.9999999999999941,0p55,0.55
0.347,0.9999999999999941,0p55,0.55
0.348,0.9999999999999941,0p55,0.55
0.349,0.9999999999999941,0p55,0.55
0.35,0.9999999999999941,0p55,0.55
0.351,0.9999999999999941,0p55,0.55
0.352,0.9999999999999941,0p55,0.55
0.353,0.9999999999999941,0p55,0.55
0.354,0.9999999999999941,0p55,0.55
0.355,0.9999999999999941,0p55,0.55
0.356,0.9999999999999941,0p55,0.55
0.357,0.9999999999999941,0p55,0.55
0.358,0.9999999999999941,0p55,0.55
0.359,0.9999999999999941,0p55,0.55
